"","customer_id","customer_age","customer_sex","customer_number_of_dependents","customer_education","customer_civil_status","customer_salary_range","customer_relationship_length","customer_available_credit_limit","credit_card_classification","total_products","period_inactive","contacts_in_last_year","credit_card_debt_balance","remaining_credit_limit","transaction_amount_ratio","total_transaction_amount","total_transaction_count","transaction_count_ratio","average_utilization","account_status","date1","class"
"2952",492877,43,"F",3,"Post-Graduate","Single","below 40K",26,"2256","Blue",6,2,2,1346,"910","0.911",4893,76,"0.81","0.597","open","2022-02-02",1
"2953",687911,43,"F",3,"Graduate","Married","below 40K",30,"3143","Blue",6,2,3,2517,"626","0.959",5409,79,"0.881","0.801","open","2022-02-02",1
"2954",267289,40,"F",4,"Post-Graduate","Single","40-60K",31,"2383","Blue",4,2,1,1828,"555","0.814",4759,75,"0.744","0.767","open","2022-02-02",1
"2955",573609,51,"M",2,"Graduate","Married","80-120K",34,"13587","Blue",5,4,1,2374,"11213","0.789",4995,88,"0.692","0.175","open","2022-02-02",0
"2956",865402,41,"F",2,"Graduate","Single","below 40K",32,"2250","Blue",6,3,2,2117,"133","1.162",1617,31,"2.875","0.941","open","2022-02-02",1
"2957",658967,53,"M",3,"Graduate","Married","120K and more",44,"12163","Blue",3,2,3,2082,"10081","1.554",2649,56,"0.697","0.171","open","2022-02-02",0
"2958",857279,52,"M",3,"College","Unknown","120K and more",47,"5119","Blue",5,6,3,1972,"3147","0.835",5146,88,"0.956","0.385","open","2022-02-02",0
"2959",919714,43,"M",3,"Graduate","Divorced","80-120K",36,"5506","Blue",4,1,0,2129,"3377","0.705",4024,62,"0.55","0.387","open","2022-02-02",0
"2960",100096,47,"F",1,"Doctorate","Divorced","below 40K",37,"2707","Blue",6,3,3,1367,"1340","0.794",4646,73,"0.78","0.505","open","2022-02-02",1
"2961",980251,37,"M",2,"Uneducated","Unknown","40-60K",36,"3250","Blue",2,3,2,1721,"1529","0.446",1714,32,"0.391","0.53","closed","2022-02-02",0
"2962",729720,48,"F",4,"Uneducated","Married","below 40K",38,"2732","Blue",3,2,3,0,"2732","0.76",739,16,"0.455","0","closed","2022-02-02",1
"2963",816890,44,"M",3,"Unknown","Single","80-120K",38,"34516","Silver",3,3,1,657,"33859","0.641",4614,76,"0.689","0.019","open","2022-02-02",0
"2964",967544,43,"F",4,"High School","Divorced","40-60K",34,"6034","Blue",5,1,1,1579,"4455","0.753",4712,67,"0.914","0.262","open","2022-02-02",1
"2965",210892,47,"M",2,"Graduate","Unknown","60-80K",34,"4249","Blue",3,2,4,1562,"2687","0.773",1881,49,"0.815","0.368","open","2022-02-02",0
"2966",885826,NA,"F",4,"Unknown","Divorced","40-60K",34,"3502","Blue",6,1,2,1851,"1651","2.023",1814,31,"0.722","0.529","open","2022-02-02",1
"2967",985570,NA,"M",4,"High School","Single","40-60K",32,"18535","Silver",3,3,4,1192,"17343","0.646",3780,70,"0.667","0.064","open","2022-02-02",0
"2968",405474,45,NA,2,"Graduate","Married","40-60K",36,"3735","Blue",2,1,3,2113,"1622","0.684",7059,82,"0.577","0.566","open","2022-02-02",NA
"2969",826028,48,"F",2,"Unknown","Married","below 40K",30,"4204","Blue",3,3,3,0,"4204","0.703",2316,43,"0.536","0","closed","2022-02-02",1
"2970",929565,60,"F",0,"Graduate","Unknown","below 40K",36,"3828","Blue",4,3,1,0,"3828","0.599",4470,58,"0.812","0","open","2022-02-02",1
"2971",345805,52,"M",3,"College","Married","120K and more",47,"6355","Blue",3,2,4,0,"6355","0.711",4009,74,"0.947","0","open","2022-02-02",0
"2972",919824,39,"M",4,"High School","Married","80-120K",25,"8208","Blue",6,2,3,0,"8208","1.568",3135,39,"1.167","0","open","2022-02-02",0
"2973",940553,55,"F",3,"High School","Single","40-60K",47,"2687","Blue",5,4,3,1689,"998","0.714",2370,34,"0.789","0.629","closed","2022-02-02",1
"2974",837865,45,"F",2,"Graduate","Married","below 40K",25,"3518","Blue",4,2,2,2035,"1483","0.567",NA,82,"0.673","0.578","open","2022-02-02",1
"2975",215615,38,"F",3,"Post-Graduate","Married","below 40K",32,"3317","Blue",4,3,2,2517,"800","0.862",3772,74,"1","0.759","open","2022-02-02",1
"2976",666582,48,"M",2,"Post-Graduate","Married","40-60K",34,"4776","Blue",4,2,2,0,"4776","0.626",NA,60,"0.622","0","open","2022-02-02",0
"2977",994118,60,"F",1,"High School","Married","below 40K",47,"3845","Blue",2,3,1,1460,"2385","0.857",14432,106,"0.828","0.38","open","2022-02-02",1
"2978",848882,59,"M",1,"College","Single",NA,51,"5042","Blue",4,2,2,1002,"4040","1.108",2897,62,"0.632","0.199","open","2022-02-02",0
"2979",208372,58,"M",2,"High School","Single","60-80K",49,"30186","Silver",4,3,3,0,"30186","0.606",4070,74,"0.574","0","open","2022-02-02",0
"2980",736504,51,"M",1,"High School","Single","80-120K",45,"13287","Blue",6,1,3,1864,"11423","0.603",3851,75,"0.705","0.14","open","2022-02-02",0
"2981",919207,41,"M",3,"Uneducated","Married","80-120K",31,"4740","Blue",4,2,2,1348,"3392","0.472",1406,23,"0.533","0.284","open","2022-02-02",0
"2982",311517,62,"M",0,"Graduate","Divorced","60-80K",56,"6103","Blue",1,3,3,2517,"3586","0.74",8080,92,"0.704","0.412","open","2022-02-02",0
"2983",903950,53,"F",0,"Uneducated","Married","40-60K",40,"2772","Blue",1,3,3,2414,"358","0.805",5313,68,"1.194","0.871","open","2022-02-02",1
"2984",597806,50,"M",2,"High School","Unknown","60-80K",41,"3244","Blue",6,2,2,1762,"1482","0.661",1274,32,"1","0.543","open","2022-02-02",0
"2985",143901,48,NA,1,"High School","Married","below 40K",40,"4170","Blue",5,4,3,1384,"2786","0.77",4532,94,"0.649","0.332","open","2022-02-02",NA
"2986",718252,53,"F",1,"Graduate","Married","below 40K",36,"4840","Blue",5,1,3,2517,"2323","0.445",1637,22,"1","0.52","open","2022-02-02",1
"2987",159979,41,"M",2,"Graduate","Single","120K and more",37,"27742","Blue",5,3,4,2517,"25225","0.835",8646,85,"0.977","0.091","closed","2022-02-02",0
"2988",530515,51,"M",2,"Graduate","Married","60-80K",40,"3750","Blue",3,3,3,1801,"1949","0.889",17995,116,"0.657","0.48","open","2022-02-02",0
"2989",155774,57,NA,4,"High School","Married","80-120K",38,"15428","Blue",4,1,3,1553,"13875","0.747",1916,40,"0.538","0.101","open","2022-02-02",NA
"2990",228126,45,"M",5,"Uneducated","Married","80-120K",34,"3435","Blue",2,3,3,2517,"918","0.332",5567,51,"0.545","0.733","closed","2022-02-02",0
"2991",691547,32,"M",1,"High School","Married","60-80K",24,"4116","Blue",4,2,2,1223,"2893","0.73",1657,38,"0.52","0.297","open","2022-02-02",0
"2992",416788,NA,"F",2,"Unknown","Married","below 40K",39,"2046","Blue",3,3,2,0,"2046","0.936",3446,71,"0.578","0","open","2022-02-02",1
"2993",168341,NA,"F",3,"College","Single","40-60K",26,"6316","Blue",6,3,5,1344,"4972","0.823",2401,71,"3.66","0.213","open","2022-02-02",1
"2994",558778,NA,"F",3,"College","Single","below 40K",36,"8960","Blue",3,3,3,2222,"6738","0.382",1853,40,"1.665","0.248","closed","2022-02-02",1
"2995",614041,51,"M",3,"Uneducated","Married","80-120K",37,"34516","Silver",1,2,1,0,"34516","0.814",8736,97,"0.702","0","open","2022-02-02",0
"2996",563594,NA,"M",2,"High School","Single","60-80K",48,"26218","Silver",5,2,3,0,"26218","0.74",3925,88,"0.833","0","open","2022-02-02",0
"2997",818476,46,"F",4,"Graduate","Single","40-60K",36,"2652","Blue",1,3,1,2386,"266","0.766",5329,83,"0.729","0.9","open","2022-02-02",1
"2998",930921,32,"F",0,"College","Single","below 40K",24,"2917","Blue",3,3,4,2517,"400","0.833",2471,60,"0.875","0.863","open","2022-02-02",1
"2999",984153,51,"F",0,"Uneducated","Married","Unknown",36,"5881","Blue",6,3,2,0,"5881","0.71",4431,89,"0.816","0","open","2022-02-02",1
"3000",954145,35,"F",2,"Graduate","Single","below 40K",23,"2317","Blue",6,3,3,1301,"1016","0.925",4161,71,"1.219","0.562","open","2022-02-02",1
"3001",273213,35,"F",3,"Graduate","Single",NA,31,"1678","Blue",1,3,4,0,"1678","0.676",2475,61,"0.694","0","closed","2022-02-02",1
"3002",301616,44,"F",1,"College","Married","below 40K",36,"3052","Blue",6,3,3,0,"3052","0.868",2598,47,"0.469","0","closed","2022-02-02",1
"3003",670017,53,NA,3,"Uneducated","Married","40-60K",40,"3326","Blue",6,3,3,1442,"1884","0.711",1627,54,"1.077","0.434","open","2022-02-02",NA
"3004",989880,41,"M",3,"High School","Divorced","60-80K",32,"4549","Blue",1,2,1,2109,"2440","0.953",8642,85,"0.7","0.464","open","2022-02-02",0
"3005",466532,57,"F",1,"Graduate","Married","below 40K",46,"3638","Blue",4,3,2,0,"3638","0.837",16469,115,"0.667","0","open","2022-02-02",1
"3006",728784,55,NA,3,"Graduate","Single","40-60K",37,"3187","Blue",5,1,2,1437,"1750","0.79",4511,82,"0.822","0.451","open","2022-02-02",NA
"3007",797614,35,"F",3,"High School","Married","below 40K",23,"3073","Blue",3,3,4,526,"2547","0.702",1944,55,"0.618","0.171","open","2022-02-02",1
"3008",238585,54,"F",4,"High School","Single","below 40K",36,"1921","Blue",1,3,0,1334,"587","0.694",4512,90,"0.765","0.694","open","2022-02-02",1
"3009",448127,40,"M",3,"Unknown","Divorced","60-80K",24,"20466","Blue",2,3,3,1138,"19328","0.868",15121,97,"0.54","0.056","open","2022-02-02",0
"3010",723290,42,"M",4,"Uneducated","Married","120K and more",37,"6953","Blue",3,2,4,1445,"5508","0.591",3700,80,"0.569","0.208","open","2022-02-02",0
"3011",289424,38,"M",1,"College","Married",NA,36,"2836","Blue",4,1,2,862,"1974","0.772",4121,83,"0.694","0.304","open","2022-02-02",0
"3012",176075,43,"M",3,"High School","Married","60-80K",36,"9560","Blue",3,3,1,0,"9560","0.802",4601,66,"0.571","0","open","2022-02-02",0
"3013",741850,35,"F",2,"Uneducated","Single","below 40K",36,"2942","Blue",3,2,1,2100,"842","0.694",4548,71,"0.821","0.714","open","2022-02-02",1
"3014",257621,42,"M",4,"Graduate","Unknown","60-80K",30,"29937","Silver",3,1,3,0,"29937","0.746",14863,109,"0.627","0","open","2022-02-02",0
"3015",903713,61,NA,1,"Uneducated","Single","40-60K",52,"2177","Blue",2,1,1,1329,"848","0.647",NA,82,"0.745","0.61","open","2022-02-02",NA
"3016",738494,39,"F",3,"Graduate","Married",NA,32,"3221","Blue",5,6,3,0,"3221","0.678",1765,40,"0.6","0","open","2022-02-02",1
"3017",785686,54,"M",1,"High School","Single","80-120K",36,"12813","Blue",1,2,3,1998,"10815","0.837",7803,81,"0.688","0.156","open","2022-02-02",0
"3018",208231,62,"M",1,"Graduate","Single","60-80K",54,"119556","Blue",4,1,4,607,"12677","0.857",4942,76,"0.652","0.046","open","2022-02-02",0
"3019",803218,52,"M",2,"High School","Single","40-60K",45,"13532","Blue",3,1,2,1300,"12232","0.846",1521,29,"1.417","0.096","open","2022-02-02",0
"3020",196187,NA,"F",1,"Unknown","Single","below 40K",55,"5284","Blue",6,1,1,2517,"2767","0.674",4525,63,"0.537","0.476","open","2022-02-02",1
"3021",559680,52,"F",4,"Graduate","Married","below 40K",45,"3705","Blue",1,1,3,2168,"1537","0.662",4452,89,"0.894","0.585","open","2022-02-02",1
"3022",121394,26,"F",0,"Graduate","Single","40-60K",13,"1643","Blue",6,3,4,1101,"542","0.713",15064,50,"0.471","0.67","open","2022-02-02",1
"3023",977892,28,"M",0,"High School","Single","below 40K",36,"2295","Blue",6,3,4,1015,"1280","1.04",3366,82,"0.708","0.442","open","2022-02-02",0
"3024",697956,44,NA,2,"Unknown","Single","below 40K",32,"6472","Blue",3,1,4,2128,"4344","0.58",3592,66,"0.833","0.329","open","2022-02-02",NA
"3025",476781,51,NA,2,"High School","Single","Unknown",31,"4789","Blue",6,2,1,2203,"2586","0.847",4718,81,"0.976","0.46","open","2022-02-02",NA
"3026",825730,62,"F",1,"Graduate","Married","below 40K",50,"2802","Blue",6,6,4,1977,"825","0.431",1757,33,"0.833","0.706","open","2022-02-02",1
"3027",517949,38,"F",3,"High School","Single","40-60K",25,"3040","Blue",6,1,2,1908,"1132","0.758",5616,73,"0.659","0.628","open","2022-02-02",1
"3028",769239,42,"F",4,"Unknown","Married","below 40K",37,"2757","Blue",3,1,3,1785,"972","0.735",26362,69,"0.605","0.647","open","2022-02-02",1
"3029",486909,41,"M",2,"Unknown","Divorced","40-60K",25,"4277","Blue",4,2,3,2186,"2091","0.804",8764,69,"0.683","0.511","closed","2022-02-02",0
"3030",802251,46,"F",5,"Unknown","Single","below 40K",28,"2424","Blue",3,2,3,2169,"255","0.613",4209,76,"0.767","0.895","open","2022-02-02",1
"3031",488677,53,"F",3,"Graduate","Married","below 40K",47,"1562","Blue",4,1,2,751,"811","0.925",4574,81,"0.976","0.481","open","2022-02-02",1
"3032",457367,52,"F",3,"Unknown","Married","below 40K",41,"2622","Blue",6,3,2,1549,"1073","1.321",1878,30,"1.143","0.591","open","2022-02-02",1
"3033",449328,58,"M",2,"Uneducated","Single","80-120K",52,"3091","Blue",1,2,4,2517,"574","0.602",1844,49,"0.633","0.814","closed","2022-02-02",0
"3034",232489,58,"F",1,"Uneducated","Unknown","40-60K",39,"2406","Blue",5,1,1,0,"2406","1.016",4450,73,"0.698","0","open","2022-02-02",1
"3035",113148,55,"F",1,"Unknown","Married","below 40K",50,"3566","Blue",5,3,4,1401,"2165","0.903",2425,54,"0.8","0.393","open","2022-02-02",1
"3036",143343,41,"F",4,"Uneducated","Unknown","40-60K",36,"19704","Silver",3,2,3,0,"19704","0.682",7766,81,"0.62","0","open","2022-02-02",1
"3037",235068,39,"M",3,"High School","Married","120K and more",36,"3281","Blue",6,3,2,1682,"1599","0.577",4109,69,"0.5","0.513","open","2022-02-02",0
"3038",609794,46,"M",3,"High School","Single","120K and more",34,"5155","Blue",5,3,2,868,"4287","0.882",3535,57,"1.111","0.168","open","2022-02-02",0
"3039",433434,46,NA,2,"Uneducated","Married","Unknown",40,"6083","Blue",3,2,2,1716,"4367","0.618",4528,86,"0.755","0.282","open","2022-02-02",NA
"3040",943525,42,"M",3,"College","Unknown","120K and more",36,"21670","Blue",3,2,1,2183,"19487","0.995",4121,81,"0.761","0.101","open","2022-02-02",0
"3041",887729,59,"F",0,"Graduate","Married","below 40K",48,"2120","Blue",2,2,1,1411,"709","0.665",3882,92,"0.643","0.666","open","2022-02-02",1
"3042",415547,61,"F",0,"Post-Graduate","Married","below 40K",48,"28404","Blue",3,3,3,2155,"1001","0.438",1376,44,"0.571","0.683","open","2022-02-02",1
"3043",446046,46,"F",4,"Graduate","Single","Unknown",42,"13376","Blue",4,0,3,1633,"11743","0.98",4515,63,"1.172","0.122","open","2022-02-02",1
"3044",472851,NA,"F",5,"Graduate","Unknown","Unknown",36,"5496","Blue",2,3,1,1816,"3680","0.678",7985,93,"0.603","0.33","open","2022-02-02",1
"3045",815475,40,NA,3,"Uneducated","Divorced","40-60K",32,"1956","Blue",3,1,2,958,"998","0.789",4977,76,"0.854","0.49","open","2022-02-02",NA
"3046",102503,NA,"F",2,"Unknown","Single","below 40K",41,"2555","Blue",5,3,2,1815,"740","0.847",31864,75,"0.829","0.71","open","2022-02-02",1
"3047",860901,55,"F",4,"College","Single","Unknown",36,"7790","Blue",5,3,3,753,"7037","0.968",4835,84,"0.826","0.097","open","2022-02-02",1
"3048",211365,55,"M",1,"Post-Graduate","Married","80-120K",45,"9959","Blue",5,3,3,1890,"8069","1.043",2041,45,"0.875","0.19","open","2022-02-02",0
"3049",202422,NA,"M",2,"College","Married","120K and more",36,"27157","Blue",6,3,2,1547,"25610","0.487",1535,38,"0.267","0.057","open","2022-02-02",0
"3050",985696,41,"F",4,"Graduate","Married","Unknown",30,"5417","Blue",3,1,2,1904,"3513","0.496",1768,56,"0.556","0.351","open","2022-02-02",1
"3051",876505,47,NA,2,"Uneducated","Single",NA,36,"12510","Blue",3,3,2,1871,"10639","0.748",14018,128,"0.778","0.15","open","2022-02-02",NA
"3052",351598,42,"F",4,"Graduate","Single","Unknown",36,"9396","Blue",3,3,3,1870,"7526","0.714",NA,71,"0.651","0.199","open","2022-02-02",1
"3053",822235,38,"M",3,"Unknown","Single","80-120K",30,"3642","Blue",5,1,3,724,"2918","0.68",4517,79,"0.837","0.199","open","2022-02-02",0
"3054",691784,49,"M",0,"Unknown","Married",NA,39,"10177","Blue",6,2,4,1748,"8429","0.622",3557,64,"0.939","0.172","open","2022-02-02",0
"3055",391724,49,"M",3,"Post-Graduate","Married","80-120K",45,"23870","Blue",3,0,4,0,"23870","0.604",1885,39,"1.725","0","closed","2022-02-02",0
"3056",988658,32,"M",0,"Graduate","Single","Unknown",27,"9238","Blue",6,3,3,0,"9238","0.809",2522,68,"0.478","0","open","2022-02-02",0
"3057",906488,35,"M",3,"College","Married","60-80K",28,"6921","Blue",24,3,4,2159,"4762","0.895",1931,35,"0.75","0.312","open","2022-02-02",0
"3058",518156,44,"F",2,"Post-Graduate","Married",NA,30,"1924","Blue",5,2,3,1471,"453","1.485",3521,58,"1","0.765","open","2022-02-02",1
"3059",401066,40,"F",4,"Graduate","Married","40-60K",32,"16191","Silver",1,2,3,0,"16191","0.967",13452,107,"0.621","0","open","2022-02-02",1
"3060",763758,39,"M",3,"College","Divorced","40-60K",34,"2503","Blue",3,3,2,2185,"318","0.5",4157,58,"0.758","0.873","open","2022-02-02",0
"3061",681655,48,"F",4,"Unknown","Unknown","below 40K",29,"3212","Blue",6,3,4,2517,"695","0.785",4284,69,"1.3","0.784","open","2022-02-02",1
"3062",765761,47,"F",4,"Graduate","Single","below 40K",40,"22257","Blue",6,4,3,0,"2473","0.547",2133,44,"0.419","0","closed","2022-02-02",1
"3063",211499,31,"M",1,"High School","Married","60-80K",24,"4328","Blue",12,1,3,1493,"2835","0.651",14731,120,"0.765","0.345","open","2022-02-02",0
"3064",686374,52,"F",1,"High School","Married","below 40K",44,"2563","Blue",1,1,1,1765,"798","0.857",4515,77,"0.925","0.689","open","2022-02-02",1
"3065",732422,39,"M",2,"Uneducated","Married","120K and more",26,"8906","Blue",2,3,4,0,"8906","0.315",809,15,"0.25","0","closed","2022-02-02",0
"3066",219334,42,"M",5,"High School","Unknown","80-120K",23,"7253","Blue",3,2,3,0,"7253","0.644",7595,83,"0.804","0","open","2022-02-02",0
"3067",791965,52,"F",4,"High School","Single","Unknown",47,"7469","Blue",6,2,3,2338,"5131","0.441",1212,33,"0.32","0.313","open","2022-02-02",1
"3068",725006,49,"M",4,"College","Divorced","40-60K",43,"1922","Blue",3,2,3,710,"1212","0.951",2920,46,"1.421","0.369","open","2022-02-02",0
"3069",933185,48,"F",3,"Post-Graduate","Married","below 40K",35,"2640","Blue",3,3,3,2133,"507","1.008",4956,72,"0.846","0.808","open","2022-02-02",1
"3070",133341,36,"M",3,"Graduate","Divorced","40-60K",28,"8995","Blue",4,2,3,1547,"7448","0.923",2398,61,"0.794","0.172","open","2022-02-02",0
"3071",873561,60,"M",0,"Graduate","Single","below 40K",47,"14002","Silver",1,1,3,1413,"12589","0.621",13849,128,"0.882","0.101","open","2022-02-02",0
"3072",580261,46,"F",1,"Unknown","Single","below 40K",40,"1438.3","Blue",4,2,2,0,"1438.3","0.756",4692,91,"0.596","0","open","2022-02-02",1
"3073",732370,33,"F",2,"Doctorate","Single","below 40K",26,"1438.3","Blue",2,3,2,0,"1438.3","0.613",4196,87,"0.891","0","open","2022-02-02",1
"3074",382611,37,"F",1,"Graduate","Married","below 40K",19,"5843","Blue",2,3,2,1346,"4497","0.641",13299,95,"0.863","0.23","open","2022-02-02",1
"3075",616911,36,NA,1,"College","Single","40-60K",25,"1888","Blue",6,3,3,0,"1888","0.928",1886,66,"0.65","0","open","2022-02-02",NA
"3076",526898,53,"F",1,"Graduate","Single","below 40K",43,"6189","Blue",36,3,4,0,"6189","0.538",5004,65,"0.806","0","open","2022-02-02",1
"3077",550609,36,"M",3,"High School","Married","60-80K",36,"5497","Blue",5,2,4,1517,"3980","0.624",1981,38,"0.357","0.276","open","2022-02-02",0
"3078",159736,32,"F",1,"High School","Married","below 40K",36,"4097","Blue",1,1,2,1293,"2804","0.671",15925,100,"0.786","0.316","open","2022-02-02",1
"3079",296253,46,"F",1,"High School","Married","below 40K",37,"2532","Blue",4,2,2,1487,"1045","0.581",4143,71,"1.029","0.587","open","2022-02-02",1
"3080",484096,54,"M",2,"Graduate","Married","60-80K",42,"3583","Blue",6,2,0,0,"3583","1.088",1065,28,"1.545","0","open","2022-02-02",0
"3081",141541,46,"M",3,"Graduate","Divorced","80-120K",38,"8475","Blue",3,2,1,1385,"7090","0.611",1381,40,"0.481","0.163","open","2022-02-02",0
"3082",636523,47,"F",3,"Graduate","Married","40-60K",31,"5496","Blue",6,3,6,0,"5496","0.548",1913,34,"0.308","0","closed","2022-02-02",1
"3083",225093,46,NA,4,"College","Married","below 40K",38,"8881","Blue",3,3,3,1865,"7016","1.279",18424,54,"1.077","0.21","open","2022-02-02",NA
"3084",803343,50,"F",1,"Unknown","Married","Unknown",31,"3668","Blue",5,3,1,0,"3668","0.62",4430,76,"0.617","0","open","2022-02-02",1
"3085",637737,NA,"F",2,"Unknown","Married","below 40K",33,"2337","Blue",5,3,2,698,"1639","0.836",4048,83,"0.886","0.299","open","2022-02-02",1
"3086",770649,49,"F",1,"Unknown","Married","below 40K",40,"13411","Silver",2,3,2,1736,"11675","0.841",12493,113,"0.738","0.129","open","2022-02-02",1
"3087",455261,45,"M",2,"High School","Unknown",NA,32,"1870","Blue",1,2,3,0,"1870","0.761",4891,65,"0.806","0","open","2022-02-02",0
"3088",422849,45,"M",3,"Graduate","Married","40-60K",35,"3538","Blue",5,3,2,0,"3538","0.653",4123,74,"0.762","0","open","2022-02-02",0
"3089",545853,42,"F",2,"High School","Married","below 40K",31,"3964","Blue",3,5,2,1218,"2746","0.593",4580,75,"1.419","0.307","open","2022-02-02",1
"3090",568208,47,"F",3,"Uneducated","Married","below 40K",36,"1819","Blue",3,3,2,1235,"584","0.798",4636,75,"0.705","0.679","open","2022-02-02",1
"3091",106100,NA,NA,3,"Graduate","Married","60-80K",37,"18821","Blue",6,3,3,774,"18047","0.586",4402,75,"0.562","0.041","open","2022-02-02",NA
"3092",793289,46,"F",3,"College","Married","Unknown",40,"95400","Blue",3,3,3,0,"10600","0.777",4697,67,"0.523","0","open","2022-02-02",1
"3093",770912,45,"M",4,"High School","Married","80-120K",36,"34516","Blue",3,2,3,1170,"33346","0.678",3785,64,"0.6","0.034","open","2022-02-02",0
"3094",211338,54,"M",2,"College","Married","80-120K",39,"34516","Silver",4,1,4,2305,"32211","0.586",13756,106,"0.71","0.067","open","2022-02-02",0
"3095",364075,48,"M",1,"Unknown","Divorced","80-120K",36,"3131","Blue",18,1,0,2517,"614","0.602",1439,40,"0.481","0.804","open","2022-02-02",0
"3096",998834,58,"F",1,"High School","Married","below 40K",46,"2799","Blue",4,1,3,1532,"1267","0.583",4214,83,"0.537","0.547","open","2022-02-02",1
"3097",908872,32,"M",1,"High School","Single","below 40K",23,"4500","Blue",3,2,3,0,"4500","0.626",2439,63,"0.703","0","open","2022-02-02",0
"3098",451373,50,"F",1,"Doctorate","Married","Unknown",37,"4181","Blue",6,4,3,0,"4181","0.912",3057,54,"0.688","0","open","2022-02-02",1
"3099",384160,53,"M",1,"Graduate","Married","120K and more",41,"1612","Blue",6,3,2,744,"868","0.636",1564,33,"0.5","0.462","open","2022-02-02",0
"3100",613213,NA,"M",3,"Unknown","Married",NA,40,"4097","Blue",3,5,3,655,"3442","1.084",2611,51,"0.545","0.16","closed","2022-02-02",0
"3101",973017,43,"F",2,"Uneducated","Single","below 40K",36,"1736","Blue",5,2,4,1513,"223","0.829",3462,67,"0.558","0.872","open","2022-02-02",1
"3102",306019,34,"M",0,"Graduate","Divorced","80-120K",24,"34516","Silver",1,2,3,400,"34116","0.202",5112,49,"0.256","0.012","closed","2022-02-02",0
"3103",373211,50,"M",1,"Unknown","Unknown","80-120K",36,"9959","Blue",6,3,4,952,"9007","0.825",10310,63,"1.1","0.096","closed","2022-02-02",0
"3104",287907,35,"M",2,"Graduate","Married","60-80K",24,"7453","Blue",5,1,3,0,"7453","0.712",1691,47,"0.516","0","open","2022-02-02",0
"3105",884144,45,"F",1,"Unknown","Married","below 40K",33,"1438.3","Blue",6,3,2,1201,"237.3","0.749",33957,86,"0.72","0.835","open","2022-02-02",1
"3106",169998,38,"M",2,"Unknown","Married","80-120K",18,"2172","Blue",6,1,2,1475,"697","1.158",2447,46,"1.3","0.679","open","2022-02-02",0
"3107",155492,28,"M",0,"Post-Graduate","Married","40-60K",16,"3665","Blue",5,1,3,0,"3665","0.737",1813,31,"0.409","0","open","2022-02-02",0
"3108",884821,52,"F",2,"College","Married","40-60K",41,"3224","Blue",3,1,1,2111,"1113","0.601",3707,74,"0.682","0.655","open","2022-02-02",1
"3109",426264,64,"M",0,"Graduate","Single",NA,36,"1873","Blue",5,4,1,468,"1405","1.154",4738,82,"0.608","0.25","open","2022-02-02",0
"3110",730052,40,"F",3,"Graduate","Married",NA,25,"6888","Blue",1,2,3,1878,"5010","1.059",9038,64,"0.829","0.273","closed","2022-02-02",1
"3111",850134,38,"F",2,"Graduate","Single","Unknown",24,"2214","Blue",3,2,3,570,"1644","0.688",2066,45,"0.25","0.257","closed","2022-02-02",1
"3112",852239,53,"M",3,"Uneducated","Married","120K and more",36,"3742","Blue",2,2,0,1454,"2288","0.894",5326,62,"0.676","0.389","open","2022-02-02",0
"3113",104241,34,"F",1,"Post-Graduate","Single","below 40K",26,"2066","Blue",3,2,5,347,"1719","0.511",2157,37,"1.605","0.168","closed","2022-02-02",1
"3114",641632,36,"M",4,"Post-Graduate","Married","below 40K",26,"2222","Blue",5,1,1,1291,"931","0.988",4095,88,"0.63","0.581","open","2022-02-02",0
"3115",259010,59,"F",1,"College","Single","below 40K",48,"2601","Blue",5,2,0,1888,"713","0.773",4899,62,"0.771","0.726","open","2022-02-02",1
"3116",659845,43,"F",5,"Graduate","Married","below 40K",38,"15987","Gold",2,2,1,1372,"14615","0.649",15058,109,"0.912","0.086","open","2022-02-02",1
"3117",917511,43,NA,3,"Graduate","Married","below 40K",36,"3523","Blue",4,2,4,0,"3523","0.973",3174,44,"0.222","0","closed","2022-02-02",NA
"3118",124419,50,"M",1,"Graduate","Married","80-120K",42,"4051","Blue",3,3,4,1183,"2868","0.794",12859,57,"0.629","0.292","open","2022-02-02",0
"3119",295311,39,"M",1,"Graduate","Married","80-120K",36,"24239","Blue",2,2,3,0,"24239","0.94",8549,73,"0.78","0","closed","2022-02-02",0
"3120",923399,63,"M",1,"High School","Married","60-80K",56,"7216","Blue",3,2,4,2321,"4895","0.491",1734,38,"0.583","0.322","open","2022-02-02",0
"3121",355658,48,NA,4,"Graduate","Unknown","80-120K",40,"4438","Blue",6,2,2,2472,"1966","0.69",1725,60,"0.622","0.557","open","2022-02-02",NA
"3122",544536,59,"F",0,"Unknown","Married","below 40K",53,"5512","Blue",4,3,2,1124,"4388","1.391",1975,49,"1.579","0.204","open","2022-02-02",1
"3123",393954,43,"F",3,"Graduate","Single","below 40K",35,"1620","Blue",1,3,2,771,"849","0.675",4387,91,"0.655","0.476","open","2022-02-02",1
"3124",620853,60,NA,0,"High School","Married","below 40K",36,"4147","Blue",1,1,3,2262,"1885","0.565",14624,111,"0.79","0.545","open","2022-02-02",NA
"3125",775194,46,"F",3,"Graduate","Married","below 40K",35,"7578","Blue",3,3,4,1794,"5784","0.62",NA,78,"0.625","0.237","open","2022-02-02",1
